Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,PlayerPictureId,PG,PM,PPTS,PTRB,PAST,PSTL,PBLK,PTO,PFGM,PFGA,P3PM,P3PA,PFTA,PFTM,POREB,PDREB,PDD,PTD
247,Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,0.376,0.7,2,0.346,1,2.4,0.402,0.7,1,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,4.7,416,67,178,28,81,39,97,27,41,11,33,44,59,19,6,43,189,fallback,37,9.40541,3.59459,1.08108,1.02703,0.37838,0.16216,0.62162,1.2973,3.67568,0.45946,1.35135,0.54054,0.67568,0.32432,0.75676,0,0
248,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,5.8,469,65,122,18,40,47,82,26,39,22,73,95,67,16,6,33,174,1626169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Nikola Jokic,C,27,DEN,69,69,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,4.9,6,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,24.5,2323,646,1022,57,149,589,873,341,415,167,650,817,678,87,47,247,1690,203999,74,33.5,25.75676,12.06757,9.90541,1.17568,0.67568,3.7973,9.72973,15.72973,1.10811,2.89189,5.18919,6.33784,2.43243,9.62162,63.1,15.1
250,Carlik Jones,PG,25,CHI,7,0,8,0.9,2.1,0.4,0.4,0.9,0.5,0.4,1.3,0.333,0.7,1.1,0.625,0.1,0.6,0.7,0.9,0.3,0,0.3,2.9,56,6,15,3,6,3,9,5,8,1,4,5,6,2,0,2,20,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Damian Jones,C,27,CLE,41,1,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.5,0.7,0.759,1,2,3,0.4,0.2,0.5,0.6,3.5,477,55,86,10,17,45,69,22,29,42,80,122,15,8,21,23,142,1627745,37,7,3.13514,1.7027,0.48649,0.18919,0.32432,0.40541,1.21622,1.83784,0.08108,0.18919,0.62162,0.89189,0.51351,1.18919,0,0
252,Derrick Jones Jr.,SF,25,DAL,64,0,14,1.8,3.6,0.5,0.4,1.3,0.338,1.4,2.3,0.587,1,1.3,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,5,893,115,230,27,80,88,150,62,84,60,93,153,34,29,37,25,319,fallback,55,13,4.12727,2.43636,0.43636,0.36364,0.47273,0.43636,1.50909,2.81818,0.29091,0.89091,0.81818,1.01818,0.87273,1.58182,0,0
253,Herbert Jones,SF-PF,24,NOP,66,66,29.6,3.6,7.6,0.469,0.8,2.5,0.335,2.7,5.1,0.536,1.9,2.4,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,9.8,1951,235,501,56,167,179,334,123,161,97,172,269,162,103,42,88,649,1630529,72,29,9.65278,3.68056,2.55556,1.61111,0.75,1.23611,3.58333,7.63889,0.90278,2.58333,1.58333,2.02778,1.22222,2.45833,0.5,0
254,Kai Jones,C,22,CHA,46,0,12,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,3.4,550,67,120,4,19,63,101,19,26,37,86,123,15,17,30,31,157,fallback,21,3,1.04762,0.52381,0.19048,0.04762,0.09524,0.28571,0.42857,0.66667,0.04762,0.09524,0.14286,0.38095,0.14286,0.38095,0,0
255,Tre Jones,PG,23,SAS,68,65,29.2,5,10.9,0.459,0.7,2.3,0.285,4.4,8.6,0.506,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,12.9,1984,341,743,45,158,296,585,148,172,56,189,245,448,89,9,110,875,1630200,75,28.4,12.85333,3.84,6.93333,1.10667,0.17333,1.13333,4.98667,10.69333,0.38667,1.54667,2.49333,3.14667,0.72,3.12,4.6,0
256,Tyus Jones,PG,26,WAS,80,22,24.3,3.9,8.9,0.438,1.5,4.1,0.371,2.4,4.8,0.495,1,1.3,0.8,0.4,2.2,2.5,5.2,1,0.1,0.9,10.3,1940,311,710,121,326,190,384,80,100,28,172,200,417,83,6,74,823,1626145,76,32.30263,13.55263,3.67105,7.36842,1.38158,0.03947,1.31579,5.09211,11.51316,1.61842,4.27632,1.75,2.13158,0.35526,3.31579,9.2,0
257,DeAndre Jordan,C,34,DEN,39,8,15,2.3,2.9,0.765,0,0,1,2.2,2.9,0.763,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,5.1,586,88,115,1,1,87,114,22,48,52,150,202,34,12,23,48,199,201599,33,11.21212,3.72727,4.75758,0.36364,0.21212,0.63636,0.66667,1.66667,2.57576,0,0,0.39394,0.72727,1.48485,3.27273,0.8,0
258,Cory Joseph,PG,31,GSW,62,2,19.8,2.4,5.7,0.427,1.1,2.9,0.389,1.3,2.8,0.468,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,6.9,1227,150,351,70,180,80,171,57,72,21,85,106,217,34,9,56,427,202709,58,15.7931,5.17241,1.72414,2.34483,0.41379,0.17241,0.84483,1.81034,3.94828,0.58621,1.55172,0.96552,1.12069,0.2931,1.43103,0,0
259,Nikola Jovic,SF,19,MIA,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,5.5,204,28,69,8,35,20,34,18,19,9,22,31,10,7,2,10,82,fallback,60,14.2,7.28333,4.93333,0.91667,0.28333,0.58333,0.86667,2.8,5,0.41667,1.21667,1.26667,1.73333,1.48333,3.45,0,0
260,Johnny Juzang,SF,21,UTA,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,4.8,232,35,104,15,63,20,41,2,4,8,31,39,8,4,3,3,87,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Mfiondu Kabengele,PF,25,BOS,4,0,9,0.5,1.8,0.286,0,0.8,0,0.5,1,0.5,0.5,0.5,1,1.3,1.3,2.5,0,0.5,0,0.3,1.5,36,2,7,0,3,2,4,2,2,5,5,10,0,2,0,1,6,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Frank Kaminsky,C,29,HOU,36,0,6.5,0.9,1.8,0.492,0.4,0.9,0.394,0.5,0.8,0.6,0.4,0.4,0.875,0.2,1.3,1.4,0.9,0.2,0.1,0.3,2.5,235,31,63,13,33,18,30,14,16,7,45,52,32,6,4,9,89,1626163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Trevor Keels,SG,19,NYK,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,1,8,1,4,1,4,0,0,0,0,0,2,2,0,0,0,0,3,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Luke Kennard,SG,26,MEM,59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,9.3,1315,188,382,133,269,55,113,37,39,15,143,158,91,32,5,46,546,1628379,71,21,8.14085,2.50704,1.59155,0.46479,0.07042,0.66197,2.78873,6.3662,1.80282,4.21127,0.76056,0.84507,0.22535,2.28169,0.5,0
265,Walker Kessler,C,21,UTA,74,40,23,4,5.6,0.72,0,0,0.333,4,5.6,0.723,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,9.2,1703,298,414,1,3,297,411,82,159,231,389,620,69,26,173,58,679,1631117,73,29.90411,12.76712,10.69863,1.19178,0.67123,2.73973,0.94521,5.67123,8.15068,0.0411,0.16438,1.38356,2.60274,3.20548,7.49315,26.2,0
266,Braxton Key,SF,25,DET,3,0,3,0.3,0.3,1,0,0,0,0.3,0.3,1,0.7,0.7,1,0,0.3,0.3,0,0,0,0,1.3,9,1,1,0,0,1,1,2,2,0,1,1,0,0,0,0,4,fallback,2,4.5,1,1,0,0,0,0,0.5,1.5,0,0.5,0,0.5,0.5,1,0,0
267,Louis King,SF,23,PHI,1,0,29,8,13,0.615,4,8,0.5,4,5,0.8,0,1,0,2,2,4,2,1,0,2,20,29,8,13,4,8,4,5,0,1,2,2,4,2,1,0,2,20,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Corey Kispert,SG-SF,23,WAS,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,1,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,11.1,2093,291,585,163,384,128,201,75,88,33,174,207,87,32,9,55,820,1630557,76,30.30263,12.93421,3.51316,1.43421,0.59211,0.36842,0.84211,4.5,9.28947,2.5,6.02632,1.43421,1.67105,0.89474,2.61842,0,0
269,Maxi Kleber,PF,31,DAL,37,5,25.1,2.1,4.6,0.456,1.1,3,0.348,1,1.5,0.667,0.7,1,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,5.9,930,77,169,39,112,38,57,27,38,30,105,135,52,12,30,27,220,1628467,55,22.10909,6.25455,5.32727,1.03636,0.45455,0.89091,0.70909,2.14545,5.4,1.25455,3.89091,0.70909,0.98182,1.07273,4.27273,1.3,0
270,Nathan Knight,PF,25,NYK,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1,1.6,0.644,1,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,3.7,291,46,81,8,22,38,59,39,57,22,34,56,13,10,6,21,139,fallback,37,7.21622,3.72973,2.2973,0.59459,0.18919,0.21622,0.48649,1.21622,2.37838,0.10811,0.35135,1.18919,1.62162,0.86486,1.43243,0,0
271,Kevin Knox,PF-SF,23,POR,63,5,15.1,2.4,5.3,0.458,1,3,0.349,1.4,2.3,0.596,0.7,1,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,6.6,952,152,332,65,186,87,146,46,60,34,143,177,33,24,12,50,415,1628995,30,7.4,3.1,1.46667,0.33333,0.13333,0.06667,0.23333,1.03333,2.83333,0.5,1.8,0.53333,0.73333,0.46667,1,0,0
272,Christian Koloko,C,22,TOR,58,19,13.8,1.2,2.6,0.48,0,0.2,0.083,1.2,2.4,0.514,0.6,1,0.627,1.4,1.5,2.9,0.5,0.4,1,0.3,3.1,802,72,150,1,12,71,138,37,59,84,87,171,31,21,57,20,182,fallback,65,9.4,4.8,3.26154,0.61538,0.18462,0.38462,0.58462,1.84615,3.30769,0.27692,0.8,0.83077,1.15385,0.98462,2.29231,0,0
273,John Konchar,SG-SF,26,MEM,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2,0.545,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,5.1,1494,138,320,60,177,78,143,28,36,64,246,310,100,77,25,37,364,1629723,72,21,5.68056,5.34722,1.77778,0.93056,0.36111,0.47222,2.19444,4.26389,0.84722,2.04167,0.44444,0.79167,1.41667,3.93056,2.5,0
274,Furkan Korkmaz,SG,25,PHI,37,0,9.5,1.3,3,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.7,1,0.722,0.2,1,1.1,0.6,0.3,0.1,0.6,3.8,353,48,111,18,46,30,65,26,36,6,36,42,22,10,3,24,140,1627788,38,10.21053,4.18421,1.26316,0.92105,0.23684,0.05263,0.34211,1.47368,3.63158,0.76316,2.15789,0.47368,0.60526,0.15789,1.10526,0.5,0
275,Luke Kornet,C,27,BOS,69,0,11.7,1.6,2.5,0.665,0,0.2,0.231,1.6,2.3,0.701,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,3.8,804,113,170,3,13,110,157,32,39,86,111,197,53,11,46,25,261,1628436,15,6.86667,2,1.93333,0.6,0.2,0.2,0,0.86667,1.8,0,0.33333,0.26667,0.4,0.86667,1.06667,0,0
276,Vit Krejci,PG,22,MIN,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0,0.2,1.2,165,15,37,5,21,10,16,1,2,6,20,26,17,5,1,5,36,fallback,27,4.18519,1.11111,0.62963,0.33333,0.11111,0.03704,0.18519,0.40741,1,0.18519,0.59259,0.11111,0.14815,0.11111,0.51852,0,0
277,Jonathan Kuminga,PF,20,GSW,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,1.3,2.1,0.652,1,2.4,3.4,1.9,0.6,0.5,1.4,9.9,1394,261,497,54,146,207,351,90,138,70,161,231,125,41,31,95,666,1630228,72,24,12.40278,4.08333,2.20833,0.94444,0.68056,1.56944,4.79167,9.31944,1.09722,3.01389,1.72222,2.63889,0.94444,3.13889,1.6,0
278,Kyle Kuzma,SF-PF,27,WAS,64,64,35,8,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3,21.2,2239,512,1142,160,481,352,661,173,237,55,408,463,239,36,29,190,1357,1628398,71,33.60563,18.77465,7.46479,3.5493,0.6338,0.87324,2.57746,6.84507,15.46479,2.38028,6.90141,2.70423,3.69014,0.92958,6.53521,19.2,0
279,Anthony Lamb,SF,25,GSW,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.7,1,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,6.7,1195,148,314,73,199,75,115,46,60,56,159,215,96,28,20,54,415,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Jock Landale,C,27,HOU,69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,1.1,1.5,0.752,1.7,2.3,4.1,1,0.2,0.4,0.9,6.6,979,178,337,21,84,157,253,79,105,119,161,280,68,16,30,59,456,1629111,65,13.30769,5.98462,3.12308,1.01538,0.23077,0.32308,0.70769,2.24615,4.38462,0.36923,1.46154,1.12308,1.46154,1.41538,1.69231,2.2,0
281,Romeo Langford,SG,23,UTA,43,21,19.6,2.8,6,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,6.9,844,121,259,16,61,105,198,39,56,57,57,114,50,24,13,30,297,fallback,28,8.21429,2.35714,1.14286,0.21429,0.25,0.17857,0.17857,0.89286,2.03571,0.32143,0.89286,0.25,0.46429,0.32143,0.82143,0,0
282,Jake LaRavia,PF,21,MEM,35,0,11.8,1.1,2.7,0.389,0.7,2,0.338,0.4,0.7,0.542,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,3,414,37,95,24,71,13,24,7,9,19,44,63,21,12,4,18,105,fallback,46,12.69565,6.5,2.23913,0.82609,0.23913,0.17391,0.78261,2.5,4.47826,0.36957,1.08696,1.13043,1.56522,0.67391,1.56522,0,0
283,Zach LaVine,SG-SF,27,CHI,77,77,35.9,8.7,18,0.485,2.6,7.1,0.375,6.1,11,0.556,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,24.8,2768,673,1388,204,544,469,844,363,428,42,303,345,327,69,18,194,1913,203897,69,35.30435,25.02899,4.66667,4.5942,0.62319,0.34783,2.5942,8.69565,17.98551,2.84058,7.2029,4.7971,5.68116,0.33333,4.33333,1,0
284,A.J. Lawson,SG,22,DAL,15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.1,0.5,0.25,0.4,1,1.4,0.1,0.1,0,0.2,3.7,108,22,44,10,25,12,19,2,8,6,15,21,2,2,0,3,56,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Damion Lee,SG-SF,30,PHO,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,1.3,1.4,0.904,0.5,2.5,3,1.3,0.4,0.1,1.1,8.2,1506,200,452,110,247,90,205,94,104,39,186,225,99,30,7,78,604,1627814,66,15.19697,5.65152,2.45455,0.75758,0.4697,0.07576,0.45455,2.04545,4.63636,0.75758,2.25758,0.80303,0.90909,0.33333,2.13636,0,0
286,Saben Lee,PG,23,PHO,25,1,14.9,2,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0,1,6,373,49,121,11,30,38,91,42,57,13,32,45,67,19,1,24,151,fallback,26,10.19231,3.5,1.46154,1.80769,0.61538,0.19231,0.61538,1.15385,3,0.23077,1,0.96154,1.19231,0.30769,1.15385,0.32,0
287,Alex Len,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0,0.1,0,0.6,1.1,0.571,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.7,161,16,30,0,2,16,28,11,16,24,36,60,12,4,11,16,43,203458,32,6,2.28125,1.5625,0.4375,0.125,0.25,0.40625,0.90625,1.71875,0.0625,0.21875,0.40625,0.625,0.5,1.0625,0,0
288,Kawhi Leonard,SF-PF,31,LAC,52,50,33.6,8.6,16.8,0.512,2,4.8,0.416,6.6,11.9,0.551,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,23.8,1748,446,871,104,250,342,621,243,279,57,281,338,204,72,28,88,1239,202695,57,33.80702,24.05263,6.24561,4.68421,1.35088,0.42105,1.98246,8.33333,17.01754,2.19298,5.61404,5.19298,5.94737,0.78947,5.47368,4.4,0
289,Meyers Leonard,C,30,MIL,9,2,12.7,1.6,3.2,0.483,0.8,2,0.389,0.8,1.2,0.636,0.9,1,0.889,1.3,2.4,3.8,0.1,0.2,0,0.7,4.8,114,14,29,7,18,7,11,8,9,12,22,34,1,2,0,6,43,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Caris LeVert,SG-SF,28,CLE,74,30,30.2,4.3,10,0.431,1.7,4.4,0.392,2.6,5.6,0.462,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1,0.3,1.6,12.1,2237,320,742,127,324,193,418,130,180,53,229,282,287,72,24,116,897,1627747,70,29.1,12.08571,3.5,4.05714,0.82857,0.37143,1.77143,4.24286,9.94286,1.52857,4.18571,2.07143,2.8,0.7,2.8,1,0
291,Kira Lewis Jr.,PG,21,NOP,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1,2.2,0.463,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,4.6,235,40,88,15,34,25,54,19,22,5,28,33,23,10,2,10,114,fallback,55,10.6,4.72727,1.21818,1.52727,0.34545,0.03636,0.8,1.94545,4.54545,0.52727,1.8,0.30909,0.38182,0.27273,0.92727,0,0
292,Damian Lillard,PG,32,MIL,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,8.8,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,32.2,2107,556,1202,244,658,312,544,510,558,44,233,277,425,50,18,191,1866,203081,70,34,25.92857,4.05714,6.51429,0.85714,0.37143,2.72857,8.14286,17,3.35714,8.77143,6.28571,6.88571,0.57143,3.48571,18.1,0
293,Nassir Little,SF-PF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,6.6,976,134,303,58,158,76,145,33,46,27,114,141,50,20,20,36,359,fallback,59,14.28814,5.10169,2.08475,0.69492,0.38983,0.28814,0.38983,1.86441,4.18644,0.77966,2.18644,0.59322,0.79661,0.49153,1.59322,1.9,0
294,Isaiah Livers,SF-PF,24,DET,52,22,23.1,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,6.7,1199,120,288,74,203,46,85,32,39,28,115,143,41,28,28,30,346,fallback,56,17.10714,5.42857,2.55357,0.94643,0.58929,0.32143,0.67857,1.83929,4.01786,1.21429,2.85714,0.53571,0.625,0.67857,1.875,1.7,0
295,Kenneth Lofton Jr.,PF,20,MEM,24,1,7.3,2,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,5,176,49,93,6,17,43,76,16,27,19,32,51,20,5,2,12,120,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Kevon Looney,PF-C,26,GSW,82,70,23.9,3,4.7,0.63,0,0,0,3,4.7,0.632,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,7,1958,242,384,0,1,242,383,94,155,274,486,760,207,52,50,45,578,1626172,82,24.69512,7.68293,9.58537,2.35366,0.70732,0.7439,0.95122,3.30488,5.19512,0,0.0122,1.07317,1.78049,3.34146,6.2439,9.4,0
297,Brook Lopez,C,34,MIL,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,1.9,2.4,0.784,2,4.7,6.7,1.3,0.5,2.5,1.4,15.9,2373,477,899,136,364,341,535,149,190,157,363,520,99,37,193,107,1239,201572,71,29.80282,13.14085,5.29577,0.60563,0.80282,2.02817,1.19718,4.8169,9.71831,1.53521,4.30986,1.97183,2.29577,1.90141,3.39437,8.8,0
298,Robin Lopez,C,34,MIL,37,2,8.1,1.3,2,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,3,299,48,75,2,4,46,71,14,18,23,28,51,19,2,8,25,112,201577,34,9,3.73529,1.85294,0.79412,0.02941,0.26471,0.64706,1.61765,2.94118,0.02941,0.08824,0.47059,0.79412,1,0.85294,0,0
299,Kevin Love,PF-C,34,MIA,62,20,20,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,1.3,1.5,0.879,1,5.5,6.4,1.9,0.3,0.2,1.1,8.2,1240,165,424,99,296,66,128,80,91,59,340,399,116,16,12,70,509,201567,62,18.5,10.67742,5.95161,2.20968,0.29032,0.19355,1.09677,3.45161,8.27419,2.09677,5.48387,1.67742,1.95161,0.96774,4.98387,9.7,0
300,Kyle Lowry,PG,36,MIA,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1,0.4,1.9,11.2,1718,196,485,107,310,89,175,116,135,43,182,225,281,57,21,103,615,200768,59,25.18644,7.62712,3.38983,4.08475,0.89831,0.18644,1.38983,2.50847,6.28814,1.50847,4.28814,1.10169,1.28814,0.79661,2.59322,9.2,0
301,Trey Lyles,PF,27,SAC,74,0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,7.6,1247,187,408,87,240,100,168,101,124,68,232,300,66,27,31,64,562,1626168,73,15.39726,7.90411,3.79452,0.87671,0.28767,0.31507,0.72603,2.61644,5.63014,0.69863,2.09589,1.9726,2.43836,0.89041,2.90411,2,0
302,Théo Maledon,PG,21,CHA,44,7,19.4,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,1.4,1.7,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,6.7,854,102,254,28,95,74,159,63,74,14,109,123,152,37,12,59,295,fallback,48,12.10417,4.8125,1.75,1.47917,0.41667,0.14583,0.875,1.58333,4.22917,0.58333,2,1.0625,1.33333,0.27083,1.47917,0,0
303,Sandro Mamukelashvili,C,23,SAS,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3,0.511,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,6.1,660,97,230,30,99,67,131,39,57,70,115,185,62,14,12,35,263,fallback,41,9.92683,3.7561,2,0.53659,0.21951,0.21951,0.36585,1.39024,2.80488,0.53659,1.26829,0.43902,0.53659,0.85366,1.14634,0,0
304,Terance Mann,SG-SF,26,LAC,81,36,23.1,3.4,6.5,0.519,1,2.4,0.389,2.4,4,0.598,1.1,1.5,0.78,1,2.5,3.4,2.3,0.5,0.3,1,8.8,1872,272,524,77,198,195,326,92,118,77,199,276,184,42,22,80,713,1629611,81,23.79012,8.71605,3.49383,2.39506,0.59259,0.2963,1,3.2716,6.59259,0.92593,2.39506,1.24691,1.59259,1,2.49383,3.5,0
305,Tre Mann,PG,21,OKC,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,7.7,1183,197,501,81,257,116,244,42,55,27,128,155,120,40,11,62,517,1629611,68,18.70588,8.63235,2.33824,1.25,0.64706,0.16176,0.97059,3.25,8.04412,1.26471,3.72059,0.86765,1.11765,0.33824,2,0.2,0
306,Boban Marjanovic,C,34,HOU,31,0,5.5,1.3,1.9,0.683,0,0,0,1.3,1.9,0.695,0.6,0.9,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,3.3,171,41,60,0,1,41,59,20,27,20,40,60,9,5,2,14,102,1626246,23,5.56522,4.26087,1.69565,0.13043,0,0.13043,0.65217,1.82609,3.04348,0.04348,0.17391,0.56522,0.95652,0.34783,1.34783,0,0
307,Lauri Markkanen,SF-PF,25,UTA,66,66,34.4,8.7,17.3,0.499,3,7.7,0.391,5.6,9.6,0.585,5.3,6,0.875,2,6.7,8.6,1.9,0.6,0.6,1.9,25.6,2273,571,1145,200,511,371,634,349,399,130,440,570,123,42,38,127,1691,1628374,71,33.80282,25.04225,7.88732,1.76056,0.8169,0.53521,0.97183,8.5493,17.57746,2.95775,7.60563,4.98592,5.67606,1.35211,6.53521,16.3,0
308,Naji Marshall,SF,25,NOP,77,21,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,1.8,2.3,0.789,0.6,3,3.6,2.5,0.7,0.2,1.3,9.1,1792,247,571,66,218,181,353,138,175,48,231,279,189,54,14,97,698,1630230,66,17.89394,7.62121,3.45455,1.51515,0.80303,0.19697,1.12121,2.65152,6.54545,0.51515,2.56061,1.80303,2.25758,0.92424,2.5303,0.6,0
309,Caleb Martin,SG-SF,27,MIA,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1,0.4,1.1,9.6,2077,254,548,84,236,170,312,91,113,88,256,344,117,71,31,78,683,1628997,73,27.69863,11.61644,5.06849,1.82192,1.16438,0.60274,1.05479,4.32877,9.13699,1.49315,3.9863,1.46575,1.87671,1.54795,3.52055,1.6,0
310,Cody Martin,SF,27,CHA,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,5,134,14,36,3,14,11,22,4,7,8,16,24,11,4,1,2,35,fallback,63,18.60317,5.31746,2.84127,1.77778,0.87302,0.31746,0.60317,1.98413,4.22222,0.5873,1.5873,0.7619,1.06349,0.80952,2.01587,0,0
